Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Cover URL
3SqFwkThWNoyIiU62aDpTz,Yeppadi Irruntha,Santhosh Subramaniyam (Original Motion Picture Soundtrack),"Tippu,Gopika Poornima,Viveka",21-05-2008,265221,48,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:08:35Z,"tamil dance,kannada pop,tamil pop,kollywood,telugu pop,tollywood,sandalwood",Bravo,0.819,0.812,7,-3.902,0,0.136,0.3,0,0.0749,0.839,105.003,4,https://i.scdn.co/image/ab67616d0000b2738b895bdb8ccefee6ab65114b
2FyWvKLqK8jpysuxQ228so,Kovakkara Kiliye,Vel (Original Motion Picture Soundtrack),"Yuvan Shankar Raja,Tippu,Sujatha",17-10-2007,252346,51,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:08:58Z,"tamil pop,kollywood,tamil dance,tamil hip hop,kannada pop,telugu pop,tollywood,sandalwood,malayalam pop,mollywood",Think Music (India),0.808,0.728,0,-10.493,0,0.0653,0.262,0,0.228,0.832,116.965,4,https://i.scdn.co/image/ab67616d0000b273e3c345b473e5c5bd7526e0c7
5MUowt9PG5SW3CIkzWEylG,Achcho,Shajahaan,"Udit Narayan,Kavita Krishnamurthy",09-05-2001,268004,51,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:09:08Z,"bollywood,hindi pop,desi,gujarati garba,bhajan",Star Music,0.926,0.684,5,-11.157,1,0.107,0.318,0.000936,0.0881,0.851,100.992,4,https://i.scdn.co/image/ab67616d0000b273f4ed7fcf0ad41f416974dc6d
1EeX34DSvJ1aJgoPQdfc4j,Machaan Machaan (From Silambattam),My Playlist: Yuvanshankar Raja,"Yuvan Shankar Raja,Ilaiyaraaja,Bela Shende",18-08-2014,324840,42,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:09:22Z,"tamil pop,kollywood,tamil dance,tamil hip hop,marathi pop",Sony Music Entertainment India Pvt. Ltd.,0.627,0.682,10,-10.807,0,0.0896,0.331,0.00188,0.127,0.817,173.967,4,https://i.scdn.co/image/ab67616d0000b273e21201d2afa1618e4d185a76
6wVOOB9VyG0udgj4xhYWhq,Rangola,Ghajini (Original Motion Picture Soundtrack),"Shankar Mahadevan,Sujatha",2005,266040,56,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:09:40Z,"bollywood,marathi pop,bhajan,devotional,desi,tamil dance,hindi pop,tamil pop,sufi,malayalam pop,mollywood,telugu pop,kollywood",Roja/Mass Audio,0.796,0.89,4,-7.742,0,0.0788,0.074,7.95E-06,0.0426,0.965,112.043,4,https://i.scdn.co/image/ab67616d0000b27396fa4201ff42cd2dcfef14c4
3WqPXSsDs2yy4NI2ncn6PS,Kattu Kattu,Thiruppatchi (Original Motion Picture Soundtrack),"Manikka Vinayagam,Sumangaly",25-04-2004,312186,58,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:09:43Z,"tamil dance,tamil pop,kollywood,telugu pop,tollywood",Star Music,0.863,0.746,9,-8.987,0,0.186,0.339,0.00105,0.194,0.84,141.913,4,https://i.scdn.co/image/ab67616d0000b273dacc8eaa852843677a1a0b53
7yRfIESGCckunEuXMtn0bj,Lajjavathiye,4 Students (Original Motion Picture Soundtrack),"Jassie Gift,Palani Bharathi",20-02-2004,270497,56,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:10:06Z,"malayalam pop,tamil dance,mollywood,telugu pop,tamil pop,tollywood,kannada pop,kollywood",Track Music,0.772,0.886,2,-8.111,1,0.117,0.0896,0,0.0262,0.762,110.689,4,https://i.scdn.co/image/ab67616d0000b273990262ab5b80e6f04fa8f3ea
2ZONfOi1BDz0Ok6HfqmvOR,Kathari Poovazhagi,Kathari Poovazhagi,Adhya,09-07-2020,148546,0,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:10:17Z,,Adhya,0.728,0.769,6,-8.941,1,0.0953,0.676,0.0184,0.147,0.952,77.097,4,https://i.scdn.co/image/ab67616d0000b2736cdd3c2cf2299090943709e5
64rpZe58kxCDQOt0gYf9cp,All Thotta Boopathi,Vijay Gaana,Dj Shainth,22-06-2019,58320,0,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:10:20Z,"tamil hip hop,tamil indie,tamil dance",Dj Shainth Presents,0.606,0.882,0,-7.914,1,0.14,0.0791,0,0.137,0.964,157.439,4,https://i.scdn.co/image/ab67616d0000b2738eb9d33b0ded9d3cfd63cdf3
0eU9v8Hp5NS4fwK39buX3S,Sollamal Thottu Chellum Thendral,Yuvan Shankar Raja,Dj Shainth,16-04-2019,63594,0,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:12:30Z,"tamil hip hop,tamil indie,tamil dance",Dj Shainth Presents,0.798,0.314,10,-9.76,0,0.0308,0.141,0.000891,0.578,0.835,90.905,4,https://i.scdn.co/image/ab67616d0000b2730da5a4c2fb31e562da528981
0gE66mura8DX4zUNbo78o0,Chellam Vada,Siruthai (Original Motion Picture Soundtrack),"Udit Narayan,Surmukhi Raman",20-12-2010,227000,45,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:13:23Z,"bollywood,hindi pop,desi,tamil pop,kollywood",Ishtar Music Pvt. Ltd.,0.796,0.696,4,-5.451,0,0.0894,0.261,0,0.0696,0.894,147.003,3,https://i.scdn.co/image/ab67616d0000b27304463e4ad9382d54b8ed448e
1VMXz8WddV7AUkUOY2Q90z,Aazhi Soozhndha,Sivappu Manjal Pachai (Original Motion Picture Soundtrack),"Siddhu Kumar,Sreekanth Hariharan",07-06-2019,208695,48,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:14:07Z,"kollywood,tamil pop,tamil indie",Think Music,0.655,0.443,2,-11.892,1,0.0311,0.584,0,0.0871,0.593,114.972,1,https://i.scdn.co/image/ab67616d0000b273cfdc5b9a69f1da2fc16ac365
5MXLGqsMbHMTKbuOOGbeGn,Amma Amma,Velai Illa Pattadhaari (Original Motion Picture Soundtrack),"Anirudh Ravichander,Dhanush,S. Janaki",14-01-2016,304596,0,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:14:59Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop,kannada pop,sandalwood",Divo,0.527,0.601,7,-3.925,0,0.0404,0.38,0,0.188,0.366,155.001,3,https://i.scdn.co/image/ab67616d0000b273fe210e1ca467bac61136d2c4
6aACwXDIHQXIP097DT8WfE,Chillena,Raja Rani (Original Motion Picture Soundtrack),"G. V. Prakash,Clinton Cerejo,Alphonse,Alka Ajith",23-08-2013,312360,58,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:16:08Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,bollywood,hindi pop",Think Music,0.757,0.615,2,-8.42,1,0.0935,0.261,4.79E-05,0.0617,0.632,139.935,4,https://i.scdn.co/image/ab67616d0000b27384e60191c6706523261a8bef
16jOVIIrpo7XV8KOnx4ZwX,Nan pogiren,Naanayam (Original Motion Picture Soundtrack),"James Vasanthan,S. P. Balasubrahmanyam,K. S. Chithra",09-11-2009,392080,55,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:16:16Z,"tamil pop,kollywood,telugu pop,kannada pop,devotional,tollywood,sandalwood,malayalam pop,mollywood",Sony Music Entertainment India Pvt. Ltd.,0.471,0.502,9,-6.989,1,0.0405,0.675,1.67E-05,0.094,0.522,91.853,4,https://i.scdn.co/image/ab67616d0000b2739a3d560a49df7c05ee78e885
0Ul2NGGDAybeXWU0RLnv83,Chinna Thamarai,Vettaikaaran (Original Motion Picture Soundtrack),"Vijay Antony,Krishh,Suchitra",24-09-2009,273840,59,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:16:19Z,"tamil dance,tamil pop,kollywood,tamil hip hop,telugu pop,tollywood",Think Music (India),0.807,0.843,1,-4.925,1,0.0387,0.135,0.00106,0.361,0.473,103.994,4,https://i.scdn.co/image/ab67616d0000b2732532f2da7240d366d62b44e9
6Nrcc2kaZ5j0ZjLWNkh7YC,Aariro,Deiva Thiirumagal (Original Motion Picture Soundtrack),"G. V. Prakash,Haricharan",14-04-2011,327680,52,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:17:06Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,mollywood,telugu pop,malayalam pop,kannada pop",Think Music,0.609,0.384,0,-8.417,1,0.0284,0.814,0,0.0924,0.553,140.041,4,https://i.scdn.co/image/ab67616d0000b2739abc7a13ea0580d0f7645e55
0WsrXGGgS019oXTosbXxNQ,Va Va Nilava,Naan Mahaan Alla (Original Motion Picture Soundtrack),Haricharan,16-07-2010,283764,49,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:17:29Z,"mollywood,tamil pop,tollywood,telugu pop,malayalam pop,kollywood,tamil dance,kannada pop",Think Music,0.785,0.595,10,-7.047,1,0.0878,0.339,0.00442,0.116,0.798,84.947,4,https://i.scdn.co/image/ab67616d0000b2731ccfb3ed0a533a426429fcef
3FfneBocoFOqrWyzOZBO8G,Pani Thuli,Kanda Naal Mudhal,"Yuvan Shankar Raja,Shreya Ghoshal,KK",16-08-2005,343205,0,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:17:34Z,"tamil pop,kollywood,tamil dance,tamil hip hop,bollywood,hindi pop,kannada pop,desi,marathi pop,sandalwood,bangla pop",Eros Ayangaran,0.723,0.624,5,-6.023,0,0.0688,0.117,5.32E-06,0.0819,0.688,169.95,4,https://i.scdn.co/image/ab67616d0000b273a35c928fc1ce1f6dd42d6cdc
28pcvDto4mvkkTieJLllvr,Aagaya Suriyanai (From Samurai),Hits of Harish Ragavendra,"Harish Raghavendra,Harini",03-07-2013,324127,58,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:17:40Z,"tamil pop,kollywood,telugu pop,tollywood",Five Star Audio,0.752,0.595,10,-8.919,0,0.0332,0.232,0.000133,0.0442,0.681,115.509,4,https://i.scdn.co/image/ab67616d0000b273fd948576b38a29d6b2b87301
68dGKf5eIchw0bxpuhk4g8,Adiyae Azhagae - From Oru Naal Koothu,Adiyae Azhagae (From Oru Naal Koothu),Justin Prabhakaran,08-10-2015,289404,61,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:17:53Z,"tollywood,telugu pop,tamil pop,kollywood",Think Music,0.718,0.486,7,-8.507,1,0.057,0.572,1.61E-06,0.0868,0.511,79.999,4,https://i.scdn.co/image/ab67616d0000b273dbf94edea716d4c16234757f
2YoPh281gD3xPnTkojVSr3,Adiyae Kolluthey,Vaaranam Aayiram (Original Motion Picture Soundtrack),"Harris Jayaraj,Krishh,Benny Dayal,Shruti Haasan",08-10-2008,315546,62,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:18:19Z,"tamil pop,kollywood,tamil dance,telugu pop,tollywood,bollywood,desi,hindi pop",Sony Music Entertainment India Pvt. Ltd.,0.719,0.645,2,-7.017,1,0.0343,0.171,1.12E-05,0.0934,0.711,118.983,4,https://i.scdn.co/image/ab67616d0000b273812bfb4e32feb448e527e8b1
5ich0wSxDxMryEjwZo6XzG,Mazhai Vara Pogudhae,Yennai Arindhaal (Original Motion Picture Soundtrack),"Harris Jayaraj,Karthik,Emcee Jesz",04-01-2015,342547,61,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:18:28Z,"tamil pop,kollywood,tamil dance,telugu pop,tollywood,kannada pop,malayalam pop,mollywood,tamil hip hop,tamil indie",Sony Music Entertainment India Pvt. Ltd.,0.835,0.739,11,-5.832,0,0.0448,0.164,0,0.0812,0.675,111.986,4,https://i.scdn.co/image/ab67616d0000b273673ce5ba3c125470e36ecff9
3Cq5W6HTcwVKM4g3Et1gXW,Vennilavae,Minsara Kanavu (Original Motion Picture Soundtrack),"Hariharan,Sadhana Sargam,A.R. Rahman",01-01-1997,351720,0,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:18:42Z,"bhajan,tamil pop,ghazal,kollywood,devotional,telugu pop,bollywood,sufi,hindi pop,desi,tamil dance",Kosmik Music,0.639,0.318,6,-11.589,1,0.0311,0.425,1.58E-06,0.166,0.594,91.074,4,https://i.scdn.co/image/ab67616d0000b273d318e0dbdd0f173bca43c221
0uVrPeEM1Q02sbGA3zJ3CC,Nanbane,Mankatha (Original Motion Picture Soundtrack),"Yuvan Shankar Raja,Madhushree",10-08-2011,302600,56,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:19:07Z,"tamil pop,kollywood,tamil dance,tamil hip hop",Sony Music Entertainment India Pvt. Ltd.,0.451,0.306,2,-6.325,0,0.0403,0.82,0.00544,0.207,0.262,102.659,4,https://i.scdn.co/image/ab67616d0000b27324f3ca794c241a2673b8c9a2
2XjRno4ccm3ZkzFTZc9W9H,Poongatre Poongatre (From Paiya),"Biggest Hits of Yuvan, Vol. 1","Yuvan Shankar Raja,Benny Dayal",10-07-2013,319906,35,65mooourl7zq5yopi6a0jjxp1,2021-04-29T18:19:11Z,"tamil pop,kollywood,tamil dance,tamil hip hop,bollywood,desi,hindi pop",Sony Music Entertainment India Pvt. Ltd.,0.825,0.669,5,-9.117,0,0.0475,0.0761,0.169,0.329,0.767,119.993,4,https://i.scdn.co/image/ab67616d0000b2733ec6bc8364d95bb4dfb78181
3NzGZnT961NHnGyNCi9X7W,Yaendi Yaendi,Puli (Original Motion Picture Soundtrack),"Devi Sri Prasad,Vijay,Shruti Haasan",02-08-2015,253933,61,65mooourl7zq5yopi6a0jjxp1,2021-04-30T15:21:01Z,"telugu pop,tollywood,tamil dance,tamil pop,kollywood,haryanvi pop",Sony Music Entertainment India Pvt. Ltd.,0.696,0.786,2,-5.877,1,0.0448,0.27,7.27E-05,0.137,0.55,142.409,3,https://i.scdn.co/image/ab67616d0000b273cf01d6e6da3650e87497a9f7
3ij0Z0Zm0nM6fKyQMkCmqS,Yaaro En Nenjai,Kutty (Original Motion Picture Soundtrack),"Devi Sri Prasad,Sagar,Sumangaly",23-12-2010,308320,50,65mooourl7zq5yopi6a0jjxp1,2021-04-30T15:21:27Z,"telugu pop,tollywood,tamil dance,tamil pop,kollywood",Think Music (India),0.82,0.747,7,-5.559,0,0.0621,0.296,1.05E-05,0.0447,0.913,97.979,4,https://i.scdn.co/image/ab67616d0000b273ddfcbb9ff2ec8ed1db4fba6b
42oIX5TcLNnOh0XhCgDmyt,Sandakari Neethan,Sanga Thamizhan (Original Motion Picture Soundtrack),"Vivek - Mervin,Anirudh Ravichander,Jonita Gandhi,Mervin Solomon",17-09-2019,250000,49,65mooourl7zq5yopi6a0jjxp1,2021-04-30T15:21:42Z,"tamil pop,tamil dance,kollywood,tamil indie,tollywood,tamil hip hop,telugu pop,bollywood,hindi pop,desi",Sony Music Entertainment India Pvt. Ltd.,0.349,0.657,7,-6.595,1,0.0808,0.324,0,0.387,0.436,62.927,4,https://i.scdn.co/image/ab67616d0000b273a4046d959070d48136bc5b71
4Qo48d2lrzBgcWk1DVsmap,Enna Oru Enna Oru,Pattatthu Yaanai (Original Motion Picture Soundtrack),"Thaman S,Karthik",23-06-2013,270186,47,65mooourl7zq5yopi6a0jjxp1,2021-05-06T14:47:14Z,"tollywood,telugu pop,tamil dance,tamil pop,kollywood,kannada pop,malayalam pop,mollywood",Sony Music Entertainment India Pvt. Ltd.,0.756,0.675,0,-6.742,0,0.0363,0.779,0.00113,0.187,0.85,139.997,4,https://i.scdn.co/image/ab67616d0000b2735737123e8f681a678f18b29e
6kNr36b85fjPsGVIIYhHvh,Heartukulla,Gulaebaghavali (Original Motion Picture Soundtrack),"Vivek - Mervin,Nakash Aziz,Sanjana Diwakar",24-12-2017,231483,52,65mooourl7zq5yopi6a0jjxp1,2021-05-06T15:30:58Z,"tamil pop,tamil dance,kollywood,tamil indie,bollywood,tollywood,desi,telugu pop,hindi pop",Think Music,0.778,0.927,2,-3.959,1,0.25,0.269,1.75E-06,0.0712,0.445,154.92,4,https://i.scdn.co/image/ab67616d0000b27399ec20cc62783c677f70312a
7hMKAmUlUUYa5qEiHWK4bk,Pookkal Pookkum,Madharasapattinam (Original Motion Picture Soundtrack),"G. V. Prakash,Roop Kumar Rathod,Harini,Andrea Jeremiah",04-04-2010,396466,68,65mooourl7zq5yopi6a0jjxp1,2021-05-06T15:31:05Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,bollywood,sufi,hindi pop,desi,telugu pop",Think Music (India),0.589,0.424,4,-12.006,0,0.0359,0.844,0.00381,0.169,0.561,119.823,4,https://i.scdn.co/image/ab67616d0000b273d496b47f528e298bdaacae30
73QrFjT6dth8UlR7vFOFVM,Pakkam Vanthu (From Kaththi),Kaththi (Original Motion Picture Soundtrack),"Anirudh Ravichander,Hiphop Tamizha",18-09-2014,256372,0,65mooourl7zq5yopi6a0jjxp1,2021-05-06T15:31:45Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop,tamil indie",Eros Now Music,0.756,0.965,1,-3.011,0,0.129,0.346,0.00273,0.639,0.86,140.016,4,https://i.scdn.co/image/ab67616d0000b273da54b6edee7dcfde6c258f14
2B2Y1qGComLKdsHLktgCbV,Aathi (From Kaththi),Kaththi (Original Motion Picture Soundtrack),"Anirudh Ravichander,Vishal Dadlani",18-09-2014,304923,0,65mooourl7zq5yopi6a0jjxp1,2021-05-06T15:31:50Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop,bollywood,desi,hindi pop,desi pop",Eros Now Music,0.571,0.82,3,-5.232,0,0.0607,0.216,0,0.685,0.461,150.037,4,https://i.scdn.co/image/ab67616d0000b273da54b6edee7dcfde6c258f14
4uSy3HJM1MaBk6IeehkSgD,Adada Mazhaida,Paiya (Original Motion Picture Soundtrack),"Yuvan Shankar Raja,Rahul Nambiar,Saindhavi",22-11-2010,267120,63,65mooourl7zq5yopi6a0jjxp1,2021-05-06T15:32:03Z,"tamil pop,kollywood,tamil dance,tamil hip hop,telugu pop,tollywood,devotional,bhajan",Think Music (India),0.891,0.691,6,-9.417,0,0.0588,0.29,0.00564,0.0596,0.666,120.004,4,https://i.scdn.co/image/ab67616d0000b2737de8959929372430846f570e
5lUfFp8S7iT4e8rcTrqxYs,Ival Dhaana,Veeram (Original Motion Picture Soundtrack),"Sagar,Shreya Ghoshal",18-12-2013,253978,25,65mooourl7zq5yopi6a0jjxp1,2021-05-06T15:32:18Z,"telugu pop,tollywood,bollywood,hindi pop,kannada pop,desi,marathi pop,sandalwood,bangla pop",Junglee Music,0.769,0.835,9,-5.081,0,0.043,0.228,0.00321,0.163,0.939,143.985,4,https://i.scdn.co/image/ab67616d0000b273a9a8875eb6790cd1a7096420
5W5vPvu6DkmqdvJXfjvSvO,Kadhal Kan Kattudhe,Kaaki Sattai (Original Motion Picture Soundtrack),"Anirudh Ravichander,Shakthishree Gopalan",27-02-2015,256734,0,65mooourl7zq5yopi6a0jjxp1,2021-05-06T15:32:35Z,,Divo,0.417,0.545,2,-4.933,0,0.0345,0.561,0,0.134,0.498,139.686,3,https://i.scdn.co/image/ab67616d0000b2732f6dd162e83981cd610772bf
5fdKNHHTgu4rtE9PMR2sRB,Anbe Anbe,Ithu Kathirvelan Kadhal (Original Motion Picture Soundtrack),"Harris Jayaraj,Harish Raghavendra,Harini",20-01-2014,344533,51,65mooourl7zq5yopi6a0jjxp1,2021-05-06T15:32:49Z,"tamil pop,kollywood,tamil dance,telugu pop,tollywood",Sony Music Entertainment India Pvt. Ltd.,0.672,0.551,5,-8.046,0,0.0578,0.263,0,0.181,0.703,179.851,4,https://i.scdn.co/image/ab67616d0000b2736e77a46c492da588383493ab
6sAdmaffuMijDszeFrGF1H,Enakenna Yaarum Illaye (From Aakko),Enakenna Yaarum Illaye (From Aakko),Anirudh Ravichander,14-02-2015,260812,61,65mooourl7zq5yopi6a0jjxp1,2021-05-06T15:33:34Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop",Sony Music Entertainment India Pvt. Ltd.,0.571,0.818,5,-3.926,0,0.0857,0.0966,0,0.16,0.781,160.036,4,https://i.scdn.co/image/ab67616d0000b27351c094617dd8c2bb0017ee25
5hA3rXEanTpROJ2thUL6vw,Halena,Iru Mugan (Original Motion Picture Soundtrack),"Harris Jayaraj,Christopher Stanley,Abhay Jodhpurkar,Ujjayinee Roy,Madhan Karky",02-08-2016,290440,57,65mooourl7zq5yopi6a0jjxp1,2021-05-06T15:34:22Z,"tamil pop,kollywood,tamil dance,bollywood",Sony Music Entertainment India Pvt. Ltd.,0.76,0.786,9,-3.776,0,0.0464,0.19,0,0.0974,0.925,147.949,4,https://i.scdn.co/image/ab67616d0000b273b135aba803494ad656a65ebd
0j5PDjpBsLIEQdRVSoXFBv,Kanaa Kaangiren,Anandha Thaandavam (Original Motion Picture Soundtrack),"G. V. Prakash,Shubha Mudgal,Nithyasree Mahadevan,Vinitra",03-10-2008,345560,59,65mooourl7zq5yopi6a0jjxp1,2021-05-08T16:57:56Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,gujarati garba,desi pop,devotional",Sony Music Entertainment India Pvt. Ltd.,0.47,0.808,9,-3.518,0,0.12,0.0803,0.00903,0.0765,0.549,119.963,4,https://i.scdn.co/image/ab67616d0000b2737648a068e9518d1aaa15e1b5
6vztfVJ1lTWe23YMNv6Pk1,Hasili Fisiliye,Aadhavan (Original Motion Picture Soundtrack),"Harris Jayaraj,Karthik,Harini,Dr. Burn,Maya Iyer",09-08-2009,318266,61,65mooourl7zq5yopi6a0jjxp1,2021-05-08T16:58:32Z,"tamil pop,kollywood,tamil dance,telugu pop,tollywood,kannada pop,malayalam pop,mollywood,tamil hip hop,tamil indie",Think Music (India),0.768,0.561,7,-9.388,1,0.0374,0.202,0,0.0986,0.449,97.016,4,https://i.scdn.co/image/ab67616d0000b273555862c7f059ba85617a68ee
4D1Yg3cLMpEcJVol8TACBk,Damakku Damakku,Aadhavan (Original Motion Picture Soundtrack),"Harris Jayaraj,Benny Dayal",09-08-2009,295226,56,65mooourl7zq5yopi6a0jjxp1,2021-05-08T16:58:40Z,"tamil pop,kollywood,tamil dance,bollywood,desi,hindi pop",Think Music (India),0.795,0.694,9,-8.492,0,0.042,0.0421,0.000745,0.248,0.531,131.026,4,https://i.scdn.co/image/ab67616d0000b273555862c7f059ba85617a68ee
04fYoQSUTfPhVjyW8aXkix,En Jannal Vandha,Theeratha Vilayaatu Pillai (Original Motion Picture Soundtrack),"Yuvan Shankar Raja,Roshini,Priya Hemesh,Divya Vijay",11-12-2009,283480,54,65mooourl7zq5yopi6a0jjxp1,2021-05-08T16:58:48Z,"tamil pop,kollywood,tamil dance,tamil hip hop,kannada pop,telugu pop,tollywood,sandalwood",Sony Music Entertainment India Pvt. Ltd.,0.69,0.654,1,-4.725,1,0.202,0.072,0.00053,0.0252,0.628,124.983,4,https://i.scdn.co/image/ab67616d0000b27308d1f43c3bc493595f1c3726
6n8gWl0tiqrjsrytd24prO,Ailasa Ailasa,Vanakkam Chennai (Original Motion Picture Soundtrack),"Anirudh Ravichander,Suchitra,Madhan Karky",31-07-2013,246066,50,65mooourl7zq5yopi6a0jjxp1,2021-05-08T16:59:05Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop",Sony Music Entertainment India Pvt. Ltd.,0.529,0.409,7,-7.828,1,0.028,0.898,1.73E-05,0.147,0.486,135.097,3,https://i.scdn.co/image/ab67616d0000b27335e00bf518c28471731ee55c
1xMjm5Qar9oGMgoSZxRb6h,Oday Oday,Raja Rani (Original Motion Picture Soundtrack),"G. V. Prakash,Vijay Prakash,Shashaa Tirupati,Shalmali Kholgade",23-08-2013,271000,45,65mooourl7zq5yopi6a0jjxp1,2021-05-08T16:59:10Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,kannada pop,sandalwood,hindi pop,bollywood,desi",Think Music,0.759,0.697,4,-8.218,1,0.094,0.615,0.00154,0.327,0.667,97.031,4,https://i.scdn.co/image/ab67616d0000b27384e60191c6706523261a8bef
1lqdPJz24AiFWeo3arwPXR,Yaaro Yaaro,Maattrraan (Original Motion Picture Soundtrack),"Harris Jayaraj,Karthik,Priya Hemesh",10-08-2012,335786,57,65mooourl7zq5yopi6a0jjxp1,2021-05-08T16:59:19Z,"tamil pop,kollywood,tamil dance,telugu pop,tollywood,kannada pop,malayalam pop,mollywood,sandalwood",Sony Music Entertainment India Pvt. Ltd.,0.702,0.44,4,-10.756,0,0.0913,0.677,1.20E-06,0.0855,0.448,147.073,4,https://i.scdn.co/image/ab67616d0000b273360b04bb0a79239fc91f2ffe
3If9KFV87TWPClMrDV6YRM,Naani Koni (From Maattrraan),Endrendrum Harris,"Harris Jayaraj,Vijay Prakash,Karthik,Shreya Ghoshal,Shekhinah Shawn Jazeel",10-01-2014,326133,40,65mooourl7zq5yopi6a0jjxp1,2021-05-08T16:59:22Z,"tamil pop,kollywood,tamil dance,kannada pop,sandalwood,tollywood,telugu pop,malayalam pop,mollywood,bollywood,hindi pop,desi,marathi pop,bangla pop",Sony Music Entertainment India Pvt. Ltd.,0.741,0.652,2,-7.066,0,0.0335,0.356,0.00272,0.391,0.578,109.989,4,https://i.scdn.co/image/ab67616d0000b273c39780b754d7dfc349059902
4kex834WUffpawKrYcGN0B,En Idhayam (From Singam),Take 10: Devi Sri Prasad,"Devi Sri Prasad,Suchitra,Tippu",10-07-2013,274053,31,65mooourl7zq5yopi6a0jjxp1,2021-05-08T16:59:35Z,"telugu pop,tollywood,tamil dance,tamil pop,kollywood,kannada pop,sandalwood",Sony Music Entertainment India Pvt. Ltd.,0.691,0.687,0,-3.962,0,0.0654,0.373,0.0051,0.15,0.876,89.901,4,https://i.scdn.co/image/ab67616d0000b273a3bd408c2c827058dc039181
1yjyQoDV9KSiVFTQeMCmON,Pogatha Yennavittu - From Vikram Vedha,I Love Pradeep Kumar,"Sam C.S.,Pradeep Kumar,Nega Venugopal",12-06-2018,281428,45,65mooourl7zq5yopi6a0jjxp1,2021-05-08T16:59:47Z,"tamil pop,kollywood,malayalam hip hop",Think Music,0.381,0.577,9,-7.02,1,0.0933,0.674,0,0.0903,0.423,167.719,4,https://i.scdn.co/image/ab67616d0000b2735553b3d07de7325715dea32b
34zlGDXsee8k2Prw24Oxdv,Idicha Pacharasi,Uthama Puthiran (Original Motion Picture Soundtrack),"Vijay Antony,Ranjith Govind,Sangeetha,Vinaya",05-10-2010,283986,52,65mooourl7zq5yopi6a0jjxp1,2021-05-08T17:00:54Z,"tamil dance,tamil pop,kollywood,tamil hip hop,telugu pop,tollywood,malayalam pop,kannada pop,mollywood",Think Music,0.61,0.881,8,-5.691,1,0.319,0.349,1.39E-06,0.0293,0.836,130.052,4,https://i.scdn.co/image/ab67616d0000b2738c8936fc6488ee14d9db3e42
1olnk9qaNrGUaN3e57vUH4,Hyar Ettu,Maja,"Shankar Mahadevan,Anuradha Sriram",07-03-2005,278240,0,65mooourl7zq5yopi6a0jjxp1,2021-05-08T17:00:58Z,"bollywood,marathi pop,bhajan,devotional,desi,tamil dance,hindi pop,tamil pop,sufi,kannada pop,kollywood",Anak Audio,0.855,0.885,5,-3.932,1,0.0861,0.35,0.000424,0.0602,0.887,112.495,3,https://i.scdn.co/image/ab67616d0000b2738942f0d02def001c71fb1a77
